"id","group","score"
"X138X*","Epitope",1
"X13X11X*","Epitope",1
"X13X1X*","Epitope",1
"X13X2X35X1X46XX*","Epitope",1
"X13X2XX1X7X*","Epitope",1
"X13X3X36X83X38X*","Epitope",1
"X13X3XX17X*","Epitope",1
"X13X4X2X*","Epitope",1
"X13X6XX*","Epitope",1
"X13XX24X*","Epitope",1
"X13XX2X*","Epitope",1
"X140X*","Epitope",1
"X140X166X22X*","Epitope",1
"X141X*","Epitope",1
"X141X143X*","Epitope",1
"X142X*","Epitope",1
"X143X176X*","Epitope",1
"X143X88X*","Epitope",1
"X144X*","Epitope",1
"X145X*","Epitope",1
"X145X18X*","Epitope",1
"X146X60X1X91XX1X*","Epitope",1
"X147X*","Epitope",1
"X147X58X3XX1X92XX1X*","Epitope",1
"X148X145X144X*","Epitope",1
"X148X146X*","Epitope",1
"X148X156X1X*","Epitope",1
"X148X20X15X*","Epitope",1
"X148X3X*","Epitope",1
"X148X57X4XX90XX1X7X*","Epitope",1
"X148XX*","Epitope",1
"X149X148XX107X103X*","Epitope",1
"X149X62X1XX92X1X5X*","Epitope",1
"X14X12X*","Epitope",1
"X14X15X*","Epitope",1
"X14X16X17X*","Epitope",1
"X14X1X*","Epitope",1
"X14XX*","Epitope",1
"X150X*","Epitope",1
"X151X148X1X*","Epitope",1
"X151X24X*","Epitope",1
"X153X2X*","Epitope",1
"X154X37X29X31X28X*","Epitope",1
"X155X154X*","Epitope",1
"X155X5X*","Epitope",1
"X157X161XX1X1X*","Epitope",1
"X159XX*","Epitope",1
"X15X14X9X1X*","Epitope",1
"X15X17X2X*","Epitope",1
"X15X26X24X*","Epitope",1
"X15X42X3X*","Epitope",1
"X15XX16X2X*","Epitope",1
"X162X53X61X*","Epitope",1
"X162XX366X369X*","Epitope",1
"X163X*","Epitope",1
"X163X59X*","Epitope",1
"X166X163XX*","Epitope",1
"X166X22X141X183X*","Epitope",1
"X167X*","Epitope",1
"X167X21X*","Epitope",1
"X168X*","Epitope",1
"X169X73X*","Epitope",1
"X16X143X*","Epitope",1
"X16X1X*","Epitope",1
"X16X1X99X*","Epitope",1
"X16X1XX21X1X*","Epitope",1
"X16X2X*","Epitope",1
"X16X2X8X*","Epitope",1
"X16X2X9X*","Epitope",1
"X16X9X*","Epitope",1
"X16XX19X*","Epitope",1
"X170X*","Epitope",1
"X173X145XX58X90X92X93X1X*","Epitope",1
"X173X172X191XX1X217X108X4X5X*","Epitope",1
"X173X192X105X2X86X92X93X1X11X*","Epitope",1
"X173X86X2X4XX93X9X8X*","Epitope",1
"X174X25X61XX1X2X83X177XX*","Epitope",1
"X174X2XX*","Epitope",1
"X176X*","Epitope",1
"X176X177X*","Epitope",1
"X176X1X14X*","Epitope",1
"X176XX179X*","Epitope",1
"X177X*","Epitope",1
"X178X*","Epitope",1
"X178X176X2X1X*","Epitope",1
"X178X1X*","Epitope",1
"X178XX*","Epitope",1
"X179X*","Epitope",1
"X179X177X175X1X174X170X*","Epitope",1
"X179X1X*","Epitope",1
"X179X2X*","Epitope",1
"X179XX*","Epitope",1
"X17X104XX90X10X2X6X93X*","Epitope",1
"X17X18X*","Epitope",1
"X17X1X102X*","Epitope",1
"X17X23X22X*","Epitope",1
"X17X24XX*","Epitope",1
"X17X2X*","Epitope",1
"X17X43X57X3XX89X1XX1X*","Epitope",1
"X17XX101X*","Epitope",1
"X180X138X28X4X166X*","Epitope",1
"X180X42XXX*","Epitope",1
"X180XX*","Epitope",1
"X181X183X*","Epitope",1
"X181XX*","Epitope",1
"X183X186X185X184X2X1X11X1XX*","Epitope",1
"X184X178X4X*","Epitope",1
"X184X378X192X1X2X*","Epitope",1
"X184XX1X*","Epitope",1
"X184XXX*","Epitope",1
"X187X*","Epitope",1
"X187X181X*","Epitope",1
"X187X182X*","Epitope",1
"X189X190X109X1X231X4X*","Epitope",1
"X189X190X339X229X*","Epitope",1
"X18X10X29XX*","Epitope",1
"X18X19X*","Epitope",1
"X18X1X116X*","Epitope",1
"X18X1X3X97XXX110X1X7X*","Epitope",1
"X18X1XX*","Epitope",1
"X18X243X*","Epitope",1
"X18X2X2X*","Epitope",1
"X18X3X*","Epitope",1
"X18X49X*","Epitope",1
"X18XX*","Epitope",1
"X18XX1X*","Epitope",1
"X190X362X318X56X4X89X2XX10X*","Epitope",1
"X190X44X59XX90X91X92XX9X*","Epitope",1
"X191X190X1X2X*","Epitope",1
"X191X2XX*","Epitope",1
"X191XX102X2X103X105X88X1XX6X3X*","Epitope",1
"X192X102X3X108X110X90X93X103X*","Epitope",1
"X192X104X2X4XX91XX2X7X*","Epitope",1
"X192X105XX1X103X10X1X2X*","Epitope",1
"X192X43X57X4XX92XX3X5X*","Epitope",1
"X192XX106X3X5X91XX7X5X8X*","Epitope",1
"X192XX106XX1X88X1X1X1X2X*","Epitope",1
"X193X1X192X*","Epitope",1
"X193X44X42X100X5X91X90X96X3X*","Epitope",1
"X194X*","Epitope",1
"X194X3X104X2X4X84X176XX10X*","Epitope",1
"X195X*","Epitope",1
"X195X197X*","Epitope",1
"X196X*","Epitope",1
"X19X16X*","Epitope",1
"X19X1X*","Epitope",1
"X19X20X*","Epitope",1
"X19X21X*","Epitope",1
"X19X25X*","Epitope",1
"X19X43X66X45XX*","Epitope",1
"X19X46X51X76X*","Epitope",1
"X19XX*","Epitope",1
"X19XX15X3X*","Epitope",1
"X19XX1X2X*","Epitope",1
"X1X108X*","Epitope",1
"X1X108X2X*","Epitope",1
"X1X113X*","Epitope",1
"X1X11X*","Epitope",1
"X1X11X12X6XX*","Epitope",1
"X1X11X24X*","Epitope",1
"X1X12XX*","Epitope",1
"X1X132X134X6X3X62X56X*","Epitope",1
"X1X135X144X3X2X58X2X*","Epitope",1
"X1X136X131X*","Epitope",1
"X1X13X*","Epitope",1
"X1X14X*","Epitope",1
"X1X14X7X*","Epitope",1
"X1X16X22X23X*","Epitope",1
"X1X179X*","Epitope",1
"X1X179XX*","Epitope",1
"X1X181X*","Epitope",1
"X1X181X182X123X73X*","Epitope",1
"X1X183X184X*","Epitope",1
"X1X18X*","Epitope",1
"X1X18X27X*","Epitope",1
"X1X192X2X101X83X89X92XX1X*","Epitope",1
"X1X19X44X*","Epitope",1
"X1X1X14XX8X*","Epitope",1
"X1X1X1X*","Epitope",1
"X1X1X22X*","Epitope",1
"X1X1X23X26X*","Epitope",1
"X1X1X3XX60X*","Epitope",1
"X1X1X4X*","Epitope",1
"X1X1X6X3X59XX52X*","Epitope",1
"X1X1XX1X*","Epitope",1
"X1X209X*","Epitope",1
"X1X20X21X*","Epitope",1
"X1X20X62X60X19X*","Epitope",1
"X1X20X74X*","Epitope",1
"X1X21X*","Epitope",1
"X1X22X*","Epitope",1
"X1X23X*","Epitope",1
"X1X23X65X1X*","Epitope",1
"X1X23XX35X*","Epitope",1
"X1X24X*","Epitope",1
"X1X24X20X6X*","Epitope",1
"X1X257X*","Epitope",1
"X1X25X2X5X*","Epitope",1
"X1X26X21XX*","Epitope",1
"X1X2X16XX*","Epitope",1
"X1X2X19X21X*","Epitope",1
"X1X2X1X*","Epitope",1
"X1X2X1X18X*","Epitope",1
"X1X2X31X*","Epitope",1
"X1X2X5X*","Epitope",1
"X1X2X63X16X*","Epitope",1
"X1X2XX128X133X*","Epitope",1
"X1X2XX2X*","Epitope",1
"X1X2XX6X3X62X1X56X*","Epitope",1
"X1X2XXX*","Epitope",1
"X1X33X*","Epitope",1
"X1X340X1X26X*","Epitope",1
"X1X37X1X*","Epitope",1
"X1X38X39X1X*","Epitope",1
"X1X39X*","Epitope",1
"X1X3X179X*","Epitope",1
"X1X3X2X*","Epitope",1
"X1X3X4X1X*","Epitope",1
"X1X42X41X*","Epitope",1
"X1X44X*","Epitope",1
"X1X47X8X*","Epitope",1
"X1X4X1X*","Epitope",1
"X1X4X2XX*","Epitope",1
"X1X4X47XX41X*","Epitope",1
"X1X4X62X2XX*","Epitope",1
"X1X4X9X1X*","Epitope",1
"X1X4XX*","Epitope",1
"X1X50X*","Epitope",1
"X1X57X54XX*","Epitope",1
"X1X57X60X29X32X*","Epitope",1
"X1X58X4X*","Epitope",1
"X1X58XX40X93X*","Epitope",1
"X1X5X2X*","Epitope",1
"X1X63X27X*","Epitope",1
"X1X6X16X18X*","Epitope",1
"X1X6X1X7X50X*","Epitope",1
"X1X6X3X*","Epitope",1
"X1X6XX1X*","Epitope",1
"X1X6XXX*","Epitope",1
"X1X70X*","Epitope",1
"X1X71X72X*","Epitope",1
"X1X74X*","Epitope",1
"X1X76X*","Epitope",1
"X1X77X4X81X*","Epitope",1
"X1X77XX*","Epitope",1
"X1X7XX*","Epitope",1
"X1X80X*","Epitope",1
"X1X80X79X*","Epitope",1
"X1X82X57X27X*","Epitope",1
"X1X8X2X9X*","Epitope",1
"X1X96X1X111XXX9X*","Epitope",1
"X1X97X*","Epitope",1
"X1X9X10XX*","Epitope",1
"X1X9X12XX*","Epitope",1
"X1X9XX*","Epitope",1
"X1XX109X*","Epitope",1
"X1XX15X41X27X*","Epitope",1
"X1XX1X146XX178X1X7X*","Epitope",1
"X1XX1X15X*","Epitope",1
"X1XX1X1X*","Epitope",1
"X1XX1X78X*","Epitope",1
"X1XX22X25X1X*","Epitope",1
"X1XX26X*","Epitope",1
"X1XX29X86X174X89X91X*","Epitope",1
"X1XX2XX*","Epitope",1
"X1XX3X29X*","Epitope",1
"X1XX3XX*","Epitope",1
"X1XX40X*","Epitope",1
"X1XX47X1X*","Epitope",1
"X1XX4XX1X*","Epitope",1
"X1XX5X*","Epitope",1
"X1XX64X47X*","Epitope",1
"X1XX9X*","Epitope",1
"X1XXX*","Epitope",1
"X1XXX5X*","Epitope",1
"X1XXX7X*","Epitope",1
"X1XXX9X*","Epitope",1
"X204X143X33X1X*","Epitope",1
"X207X194X9XX1X*","Epitope",1
"X20X11X74X*","Epitope",1
"X20X18X59X*","Epitope",1
"X20X19XX*","Epitope",1
"X20X22X12X*","Epitope",1
"X20X23X*","Epitope",1
"X20X28X24X*","Epitope",1
"X20X35X34X18X*","Epitope",1
"X20X4XX*","Epitope",1
"X20XX5X*","Epitope",1
"X210X*","Epitope",1
"X211X1X217X20XX14X30X*","Epitope",1
"X213X*","Epitope",1
"X216X*","Epitope",1
"X219X301X1X*","Epitope",1
"X21X142X147XX*","Epitope",1
"X21X18X*","Epitope",1
"X21X1X*","Epitope",1
"X21X20X*","Epitope",1
"X21X28X2X3X*","Epitope",1
"X21X2XX*","Epitope",1
"X21X43X26X17X48X*","Epitope",1
"X21X7X11X1X*","Epitope",1
"X21XX*","Epitope",1
"X21XX3X*","Epitope",1
"X220X*","Epitope",1
"X220X49X*","Epitope",1
"X222X*","Epitope",1
"X22X13X47X8XX1X*","Epitope",1
"X22X18X*","Epitope",1
"X22X1X*","Epitope",1
"X22X1X27X*","Epitope",1
"X22X21X*","Epitope",1
"X22X23X*","Epitope",1
"X22X24X*","Epitope",1
"X22X24X23X1X*","Epitope",1
"X22X2X20X*","Epitope",1
"X22X34X*","Epitope",1
"X22X39X18X*","Epitope",1
"X22X3X*","Epitope",1
"X22X46X*","Epitope",1
"X22XX*","Epitope",1
"X22XX22X21X*","Epitope",1
"X230X2X117XX3X*","Epitope",1
"X231X*","Epitope",1
"X233X230X*","Epitope",1
"X234X1X*","Epitope",1
"X235X19X6X*","Epitope",1
"X236X*","Epitope",1
"X23X1X*","Epitope",1
"X23X24X27X*","Epitope",1
"X23X25X2X*","Epitope",1
"X23X2X*","Epitope",1
"X23X2X17XX*","Epitope",1
"X23X38X8X21X*","Epitope",1
"X23X3X15X*","Epitope",1
"X23X8X*","Epitope",1
"X23XX26X*","Epitope",1
"X23XX49X22X*","Epitope",1
"X242X*","Epitope",1
"X243X*","Epitope",1
"X244X1X208X*","Epitope",1
"X248X1X277X*","Epitope",1
"X24X141X27X138X*","Epitope",1
"X24X1X*","Epitope",1
"X24X25X*","Epitope",1
"X24X25X40X*","Epitope",1
"X24X26X*","Epitope",1
"X24X26X27X*","Epitope",1
"X24X43X*","Epitope",1
"X24X7X*","Epitope",1
"X24XX51X22X*","Epitope",1
"X25X1X*","Epitope",1
"X25X1X60X2X89X*","Epitope",1
"X25X20X1X*","Epitope",1
"X25X26X71X48X77X*","Epitope",1
"X25X26X99X95X*","Epitope",1
"X25X2X*","Epitope",1
"X263XX266X*","Epitope",1
"X264X257XX*","Epitope",1
"X26X1X*","Epitope",1
"X26X25X*","Epitope",1
"X26X27X*","Epitope",1
"X26X27XX*","Epitope",1
"X26X27XX2X*","Epitope",1
"X26X30XX*","Epitope",1
"X26X3X*","Epitope",1
"X26X44X1X*","Epitope",1
"X26X54X*","Epitope",1
"X26XX*","Epitope",1
"X27X119X118X1XX*","Epitope",1
"X27X23X24X27X*","Epitope",1
"X27X23X8X20X7X21X*","Epitope",1
"X27X23XX*","Epitope",1
"X27X26X2X*","Epitope",1
"X27X28X*","Epitope",1
"X27X3X*","Epitope",1
"X27X3X28X1X1X*","Epitope",1
"X27X58X2X86X1X4X5X1X*","Epitope",1
"X27X85X*","Epitope",1
"X27XX*","Epitope",1
"X27XX3X*","Epitope",1
"X282X284X*","Epitope",1
"X28X102X18X*","Epitope",1
"X28X21X3X*","Epitope",1
"X28X2X11XX*","Epitope",1
"X28X2X28X54X19X*","Epitope",1
"X28X32X*","Epitope",1
"X28X35X*","Epitope",1
"X299X*","Epitope",1
"X29X10X1X*","Epitope",1
"X29X16X*","Epitope",1
"X29X1X*","Epitope",1
"X29X26X3X*","Epitope",1
"X29X30X*","Epitope",1
"X29X33XX56X54X*","Epitope",1
"X29X53X*","Epitope",1
"X29XX26XX2X*","Epitope",1
"X29XX80X*","Epitope",1
"X2X100X105X90X1X*","Epitope",1
"X2X106X1X5X*","Epitope",1
"X2X10X2X10X*","Epitope",1
"X2X110XX229X1X230X232XX*","Epitope",1
"X2X111X4X*","Epitope",1
"X2X113X111X*","Epitope",1
"X2X11X*","Epitope",1
"X2X122X129X*","Epitope",1
"X2X13X12X*","Epitope",1
"X2X142X*","Epitope",1
"X2X143X1X56X2X4X89X1XX93X*","Epitope",1
"X2X14X*","Epitope",1
"X2X14X3X4X*","Epitope",1
"X2X15X6X2X*","Epitope",1
"X2X16X*","Epitope",1
"X2X170X171X*","Epitope",1
"X2X17X*","Epitope",1
"X2X181X177X*","Epitope",1
"X2X189X45X55X100X106X91X90X91X8X7X*","Epitope",1
"X2X190X102X2X1XX91X2XX*","Epitope",1
"X2X191X*","Epitope",1
"X2X192X108XX4X5X92XX1X3X*","Epitope",1
"X2X19X21X*","Epitope",1
"X2X1X26XX*","Epitope",1
"X2X1X27X*","Epitope",1
"X2X1X37X2X*","Epitope",1
"X2X1X3X*","Epitope",1
"X2X1X42X*","Epitope",1
"X2X1X53X*","Epitope",1
"X2X1X5X*","Epitope",1
"X2X1XX29X46X*","Epitope",1
"X2X21X14XX10X*","Epitope",1
"X2X21X18X*","Epitope",1
"X2X21X1XX2XX*","Epitope",1
"X2X22X*","Epitope",1
"X2X22X16XX*","Epitope",1
"X2X23X25X*","Epitope",1
"X2X24X*","Epitope",1
"X2X25X24X*","Epitope",1
"X2X25X29X2X44XX35X*","Epitope",1
"X2X27X25X*","Epitope",1
"X2X27XX*","Epitope",1
"X2X29X*","Epitope",1
"X2X29X2XXX*","Epitope",1
"X2X2X10X44X1X*","Epitope",1
"X2X2X1X*","Epitope",1
"X2X2X1X2X*","Epitope",1
"X2X2X1X6X*","Epitope",1
"X2X2X21X*","Epitope",1
"X2X2X6X*","Epitope",1
"X2X2X82X*","Epitope",1
"X2X2XX*","Epitope",1
"X2X31X2X*","Epitope",1
"X2X32XX*","Epitope",1
"X2X338X309XX*","Epitope",1
"X2X34X*","Epitope",1
"X2X39X*","Epitope",1
"X2X3X105X107X91X2XX*","Epitope",1
"X2X3X10XX*","Epitope",1
"X2X3X140X*","Epitope",1
"X2X3X184X176X2X*","Epitope",1
"X2X3X1X*","Epitope",1
"X2X3X25X*","Epitope",1
"X2X3X2X30X16X3X7X*","Epitope",1
"X2X3X2XX*","Epitope",1
"X2X3X4X*","Epitope",1
"X2X3X89X*","Epitope",1
"X2X3X8X*","Epitope",1
"X2X3X9X15X*","Epitope",1
"X2X40X23X21X*","Epitope",1
"X2X42X*","Epitope",1
"X2X48X59X*","Epitope",1
"X2X4X3X*","Epitope",1
"X2X4X5X*","Epitope",1
"X2X4X9X*","Epitope",1
"X2X51X*","Epitope",1
"X2X52XX44X*","Epitope",1
"X2X55X109X11X71X7X*","Epitope",1
"X2X57X1X1X*","Epitope",1
"X2X57X3X*","Epitope",1
"X2X5X6X12X16X*","Epitope",1
"X2X5X85X176X*","Epitope",1
"X2X5XX*","Epitope",1
"X2X64X37XX29X*","Epitope",1
"X2X66X*","Epitope",1
"X2X6X2X*","Epitope",1
"X2X6X2XX23X3X*","Epitope",1
"X2X6XX*","Epitope",1
"X2X7X3X*","Epitope",1
"X2X80XX*","Epitope",1
"X2X8X4X1X*","Epitope",1
"X2X99XX*","Epitope",1
"X2X9XX*","Epitope",1
"X2XX12X2X3X*","Epitope",1
"X2XX178X25X*","Epitope",1
"X2XX21X*","Epitope",1
"X2XX2X170X*","Epitope",1
"X2XX2X21X1X11X*","Epitope",1
"X2XX30XX3X*","Epitope",1
"X2XX44X*","Epitope",1
"X2XX63X2XX*","Epitope",1
"X2XX80X*","Epitope",1
"X309X5XX316X435X*","Epitope",1
"X30X16X98X*","Epitope",1
"X30X18X*","Epitope",1
"X30X1X*","Epitope",1
"X30X27X181X*","Epitope",1
"X30X28X178X*","Epitope",1
"X30X28X4X167X126X43X169X164X*","Epitope",1
"X30X29X1X*","Epitope",1
"X30X31X*","Epitope",1
"X30X34X*","Epitope",1
"X30X36X35X1X1X2X*","Epitope",1
"X30X39X*","Epitope",1
"X30X8X1X18X2X*","Epitope",1
"X30XX*","Epitope",1
"X312X310X229X*","Epitope",1
"X314X250X66XX*","Epitope",1
"X317X80X*","Epitope",1
"X31X*","Epitope",1
"X31X299X330XX18X*","Epitope",1
"X31X2XX*","Epitope",1
"X31X30X*","Epitope",1
"X31X3X88X51X*","Epitope",1
"X31X7X*","Epitope",1
"X31X88X*","Epitope",1
"X321X3X*","Epitope",1
"X32X25X*","Epitope",1
"X32X31X29XX2X2X*","Epitope",1
"X32X34X68X24X*","Epitope",1
"X32X3X*","Epitope",1
"X32X3XX3X*","Epitope",1
"X32X42X184X182X39X*","Epitope",1
"X32X43X1XX*","Epitope",1
"X32X5X*","Epitope",1
"X32XX36X3X*","Epitope",1
"X32XX38X*","Epitope",1
"X335X11X8X*","Epitope",1
"X33X*","Epitope",1
"X33X10X*","Epitope",1
"X33X10X2X15X22XX*","Epitope",1
"X33X3X30X31X64X*","Epitope",1
"X33XX1X28X63X*","Epitope",1
"X33XX36XX*","Epitope",1
"X342X*","Epitope",1
"X34X2X*","Epitope",1
"X34X30X121X*","Epitope",1
"X34X50X*","Epitope",1
"X34X64X8X26X23X*","Epitope",1
"X34X70X36X*","Epitope",1
"X34X86X*","Epitope",1
"X34XX14X1X*","Epitope",1
"X34XX33X*","Epitope",1
"X34XX35XX*","Epitope",1
"X35X12X*","Epitope",1
"X35X154X157X*","Epitope",1
"X35X1X*","Epitope",1
"X35X28X8XX*","Epitope",1
"X35X2XX*","Epitope",1
"X35X37X*","Epitope",1
"X35X3X*","Epitope",1
"X35X50XX*","Epitope",1
"X35XX*","Epitope",1
"X369X3X*","Epitope",1
"X36X128X*","Epitope",1
"X36X1X5X46X2X*","Epitope",1
"X36X2X38X*","Epitope",1
"X36X32X89X1X10X13XX*","Epitope",1
"X36X34X*","Epitope",1
"X36X34X73X2X*","Epitope",1
"X36X35X*","Epitope",1
"X36X35X1X12X*","Epitope",1
"X36X38X*","Epitope",1
"X36X3X*","Epitope",1
"X36X41XX3X*","Epitope",1
"X36X55X52X54X58X38X*","Epitope",1
"X36X5X10X*","Epitope",1
"X36X90X*","Epitope",1
"X36XX*","Epitope",1
"X373X179XX*","Epitope",1
"X373X179XX1X*","Epitope",1
"X373X2X175X1X*","Epitope",1
"X373X4X183X1X*","Epitope",1
"X376X181XX*","Epitope",1
"X376X183X1X2X*","Epitope",1
"X376X1X183XX*","Epitope",1
"X376X1X184X2X1X*","Epitope",1
"X378X184X2X1X*","Epitope",1
"X378X376X182X2X1XX*","Epitope",1
"X378X3X204X6X2X1X*","Epitope",1
"X378X3X383X185XXX*","Epitope",1
"X37X129X94X3X*","Epitope",1
"X37X1X72XX79X1X*","Epitope",1
"X37X30X29X*","Epitope",1
"X37X31X1X92XX18X23X*","Epitope",1
"X37X39X64X*","Epitope",1
"X37XX*","Epitope",1
"X38X18X*","Epitope",1
"X38X1X*","Epitope",1
"X38X1X34XX14X1X*","Epitope",1
"X38X39X*","Epitope",1
"X38X42XXX*","Epitope",1
"X38X4X*","Epitope",1
"X38XX68X28X*","Epitope",1
"X392X11X*","Epitope",1
"X3994X*","Epitope",1
"X3998X2X*","Epitope",1
"X39X35XX*","Epitope",1
"X39X36XX5X23X*","Epitope",1
"X39X38X58X*","Epitope",1
"X39X3X*","Epitope",1
"X39X40X*","Epitope",1
"X39X44X38X*","Epitope",1
"X39X46X49XX*","Epitope",1
"X39XX*","Epitope",1
"X39XX45X5XX*","Epitope",1
"X3X100X*","Epitope",1
"X3X10XX1X6X2X*","Epitope",1
"X3X114X*","Epitope",1
"X3X12X*","Epitope",1
"X3X13X*","Epitope",1
"X3X13X1X4X15XX9X*","Epitope",1
"X3X142X*","Epitope",1
"X3X15X2X16X*","Epitope",1
"X3X16XX*","Epitope",1
"X3X178X*","Epitope",1
"X3X178X247X255XX1X178X*","Epitope",1
"X3X17XXX*","Epitope",1
"X3X180X*","Epitope",1
"X3X180XX*","Epitope",1
"X3X189X*","Epitope",1
"X3X18X*","Epitope",1
"X3X19X*","Epitope",1
"X3X1X15X*","Epitope",1
"X3X1X15X14X11X*","Epitope",1
